ID_cliente;genero;escolaridade;idade;estado_civil;id_estado;sigla;estado;regiao;pais;tipo_transacao_mais_frequente;tolerancia_risco;valor_investido;valor_investido_acoes;valor_investido_fii;valor_investido_dolar;valor_investido_renda_fixa;perfil
179;Feminino;Ensino Médio;19.0;Viúvo;7;DF;Distrito Federal;Centro-Oeste;Brasil;Investimentos;Moderado;467821;170737;229824;67005;255;Moderado
180;Feminino;Ensino Médio;41.0;Viúvo;2;AL;Alagoas;Nordeste;Brasil;Transferências;Alta;71338;65787;3702;50;1799;Arrojado
181;Masculino;Graduação;34.0;Viúvo;25;SP;São Paulo;Sudeste;Brasil;Pagamentos;Baixa;817493;86869;56860;369952;303812;Conservador
182;Masculino;Ensino Médio;29.0;Divorciado;5;BA;Bahia;Nordeste;Brasil;Transferências;Baixa;698808;103298;225853;175048;194609;Conservador
183;Feminino;Pós-graduação;35.0;Solteiro;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Transferências;Moderado;422218;149983;40148;172612;59475;Moderado
184;Masculino;Graduação;63.0;Solteiro;18;PI;Piauí;Nordeste;Brasil;Transferências;Moderado;228764;147836;8762;16161;56005;Arrojado
185;Feminino;Graduação;56.0;Solteiro;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Alta;379676;325672;39807;6181;8016;Arrojado
186;Feminino;Pós-graduação;55.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Alta;659695;506318;24629;128255;493;Arrojado
187;Feminino;Ensino Médio;33.0;Divorciado;15;PB;Paraíba;Nordeste;Brasil;Transferências;Moderado;234253;60253;93889;64820;15291;Moderado
188;Feminino;Ensino Médio;36.0;Divorciado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Moderado;635836;162141;199716;228118;45861;Moderado
189;Feminino;Ensino Médio;43.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Investimentos;Alta;648714;563073;63028;15723;6890;Arrojado
190;Masculino;Graduação;19.0;Casado;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Alta;821793;646872;107594;9610;57717;Arrojado
191;Feminino;Ensino Médio;44.33266533066132;Casado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Moderado;309904;149999;67959;86591;5355;Moderado
192;Masculino;Ensino Médio;22.0;Divorciado;13;MG;Minas Gerais;Sudeste;Brasil;Investimentos;Moderado;841221;5367;729722;9355;96777;Arrojado
193;Feminino;Graduação;29.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Transferências;Baixa;562200;27255;42961;190207;301777;Conservador
194;Masculino;Pós-graduação;33.0;Divorciado;5;BA;Bahia;Nordeste;Brasil;Investimentos;Moderado;47388;43042;920;2581;845;Arrojado
195;Masculino;Ensino Médio;69.0;Viúvo;14;PA;Pará;Norte;Brasil;Transferências;Moderado;776910;245207;323724;149420;58559;Moderado
196;Feminino;Ensino Médio;32.0;Solteiro;20;RN;Rio Grande do Norte;Nordeste;Brasil;Investimentos;Baixa;840047;48954;446323;328576;16194;Conservador
197;Feminino;Pós-graduação;27.0;Divorciado;14;PA;Pará;Norte;Brasil;Transferências;Baixa;395506;68753;53114;44598;229041;Conservador
198;Masculino;Pós-graduação;66.0;Viúvo;16;PR;Paraná;Sul;Brasil;Investimentos;Alta;582994;354528;174815;5565;48086;Arrojado
199;Masculino;Graduação;18.0;Casado;9;GO;Goiás;Centro-Oeste;Brasil;Investimentos;Baixa;818959;20204;158998;356753;283004;Conservador
200;Feminino;Pós-graduação;32.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Investimentos;Baixa;640496;168798;331806;49701;90191;Conservador
201;Feminino;Graduação;23.0;Viúvo;14;PA;Pará;Norte;Brasil;Pagamentos;Moderado;46665;11026;6036;20298;9305;Moderado
202;Masculino;Pós-graduação;32.0;Casado;5;BA;Bahia;Nordeste;Brasil;Investimentos;Moderado;458446;432746;1156;21503;3041;Arrojado
203;Masculino;Graduação;59.0;Viúvo;3;AP;Amapá;Norte;Brasil;Pagamentos;Alta;425762;356163;46364;20154;3081;Arrojado
204;Masculino;Graduação;49.0;Divorciado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Baixa;959620;186708;530859;7773;234280;Conservador
205;Feminino;Ensino Médio;39.0;Viúvo;5;BA;Bahia;Nordeste;Brasil;Investimentos;Alta;805478;587678;195414;8078;14308;Arrojado
206;Masculino;Pós-graduação;25.0;Casado;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Moderado;577312;334912;102242;107825;32333;Moderado
207;Masculino;Graduação;41.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Moderado;55856;4115;12733;24786;14222;Moderado
208;Masculino;Graduação;60.0;Casado;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Alta;193670;130695;24699;38059;217;Arrojado
209;Masculino;Pós-graduação;51.0;Casado;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Moderado;772892;390533;192787;47882;141690;Moderado
210;Masculino;Graduação;24.0;Viúvo;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Moderado;290227;137022;79494;51416;22295;Moderado
211;Masculino;Ensino Médio;27.0;Divorciado;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Baixa;180423;20882;106846;14243;38452;Conservador
212;Masculino;Graduação;22.0;Divorciado;16;PR;Paraná;Sul;Brasil;Transferências;Moderado;192351;86474;13239;83332;9306;Moderado
213;Feminino;Graduação;50.0;Viúvo;25;SP;São Paulo;Sudeste;Brasil;Investimentos;Moderado;56956;28455;23551;4754;196;Moderado
214;Masculino;Graduação;37.0;Divorciado;27;TO;Tocantins;Norte;Brasil;Pagamentos;Alta;325909;208038;45581;67120;5170;Arrojado
215;Feminino;Pós-graduação;45.0;Solteiro;10;MA;Maranhão;Nordeste;Brasil;Pagamentos;Alta;626013;72370;504895;32499;16249;Arrojado
216;Masculino;Graduação;21.0;Casado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Alta;754170;1745;515751;124077;112597;Arrojado
217;Masculino;Ensino Médio;33.0;Solteiro;13;MG;Minas Gerais;Sudeste;Brasil;Transferências;Moderado;984723;63419;900909;4661;15734;Arrojado
218;Masculino;Ensino Médio;27.0;Solteiro;15;PB;Paraíba;Nordeste;Brasil;Transferências;Moderado;577691;133071;225292;57659;161669;Conservador
219;Masculino;Ensino Médio;33.0;Viúvo;1;AC;Acre;Norte;Brasil;Transferências;Moderado;788437;539269;226625;8712;13831;Arrojado
220;Feminino;Pós-graduação;31.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Pagamentos;Alta;206327;189532;11491;2786;2518;Arrojado
221;Masculino;Ensino Médio;41.0;Viúvo;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Moderado;968064;733437;157218;19374;58035;Arrojado
222;Feminino;Ensino Médio;69.0;Divorciado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Baixa;472441;119360;116092;54425;182564;Conservador
223;Masculino;Pós-graduação;50.0;Casado;27;TO;Tocantins;Norte;Brasil;Transferências;Moderado;259489;124849;123692;7668;3280;Moderado
224;Feminino;Graduação;36.0;Solteiro;4;AM;Amazonas;Norte;Brasil;Transferências;Alta;160485;145378;9515;4170;1422;Arrojado
225;Masculino;Ensino Médio;38.0;Casado;1;AC;Acre;Norte;Brasil;Pagamentos;Alta;41955;33605;6455;397;1498;Arrojado
226;Masculino;Pós-graduação;56.0;Divorciado;24;SC;Santa Catarina;Sul;Brasil;Investimentos;Moderado;108448;45356;45243;15722;2127;Moderado
227;Masculino;Pós-graduação;65.0;Viúvo;10;MA;Maranhão;Nordeste;Brasil;Transferências;Moderado;939236;413134;65681;296206;164215;Moderado
228;Masculino;Ensino Médio;21.0;Viúvo;24;SC;Santa Catarina;Sul;Brasil;Transferências;Alta;519706;48365;414281;23878;33182;Arrojado
229;Feminino;Pós-graduação;51.0;Viúvo;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Moderado;749452;81922;575699;76607;15224;Arrojado
230;Feminino;Ensino Médio;30.0;Divorciado;23;RR;Roraima;Norte;Brasil;Transferências;Alta;535305;396807;105779;16094;16625;Arrojado
231;Masculino;Pós-graduação;61.0;Divorciado;16;PR;Paraná;Sul;Brasil;Transferências;Alta;473695;396079;72521;503;4592;Arrojado
232;Masculino;Pós-graduação;44.59342915811088;Viúvo;2;AL;Alagoas;Nordeste;Brasil;Investimentos;Moderado;378068;128792;148950;88245;12081;Moderado
233;Feminino;Ensino Médio;57.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Transferências;Moderado;926988;328734;133763;251861;212630;Moderado
234;Masculino;Graduação;42.0;Divorciado;16;PR;Paraná;Sul;Brasil;Pagamentos;Moderado;578097;276427;190076;81325;30269;Moderado
235;Masculino;Ensino Médio;19.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Investimentos;Baixa;61732;21532;34815;5377;8;Conservador
236;Feminino;Graduação;28.0;Divorciado;26;SE;Sergipe;Nordeste;Brasil;Transferências;Moderado;419091;363880;18025;29118;8068;Arrojado
237;Masculino;Graduação;23.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Moderado;510884;341169;25192;88805;55718;Arrojado
238;Masculino;Graduação;36.0;Solteiro;20;RN;Rio Grande do Norte;Nordeste;Brasil;Investimentos;Alta;378920;260451;22734;46152;49583;Arrojado
239;Masculino;Graduação;58.0;Viúvo;25;SP;São Paulo;Sudeste;Brasil;Investimentos;Moderado;127504;111725;3429;6019;6331;Arrojado
240;Feminino;Ensino Médio;23.0;Viúvo;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Baixa;98950;3832;33318;31004;30796;Conservador
241;Masculino;Graduação;55.0;Casado;5;BA;Bahia;Nordeste;Brasil;Transferências;Baixa;367948;90253;106152;42519;129024;Conservador
242;Masculino;Ensino Médio;52.0;Divorciado;13;MG;Minas Gerais;Sudeste;Brasil;Transferências;Baixa;732061;122010;385922;53598;170531;Conservador
243;Feminino;Ensino Médio;60.0;Viúvo;20;RN;Rio Grande do Norte;Nordeste;Brasil;Investimentos;Alta;333954;224148;28962;60362;20482;Arrojado
244;Masculino;Pós-graduação;55.0;Divorciado;1;AC;Acre;Norte;Brasil;Pagamentos;Baixa;459163;61188;161695;137069;99211;Conservador
245;Feminino;Pós-graduação;49.0;Viúvo;26;SE;Sergipe;Nordeste;Brasil;Transferências;Baixa;963505;113746;248391;6835;594533;Conservador
246;Feminino;Pós-graduação;65.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Moderado;702621;193153;377912;85159;46397;Conservador
247;Feminino;Ensino Médio;57.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Transferências;Moderado;292972;57701;227373;3923;3975;Arrojado
248;Masculino;Ensino Médio;41.0;Solteiro;24;SC;Santa Catarina;Sul;Brasil;Transferências;Baixa;860079;83257;457816;14353;304653;Conservador
249;Feminino;Ensino Médio;41.0;Casado;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Moderado;926415;406732;378475;79752;61456;Moderado
250;Masculino;Graduação;36.0;Viúvo;27;TO;Tocantins;Norte;Brasil;Transferências;Baixa;964848;353417;27533;124902;458996;Conservador
251;Feminino;Graduação;57.0;Casado;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Alta;359925;55244;287253;6622;10806;Arrojado
252;Feminino;Pós-graduação;49.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Investimentos;Moderado;294212;143145;66955;24766;59346;Moderado
253;Masculino;Ensino Médio;47.0;Casado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Alta;708719;584463;82522;24172;17562;Arrojado
254;Masculino;Graduação;70.0;Divorciado;8;ES;Espírito Santo;Sudeste;Brasil;Pagamentos;Alta;838914;521196;225968;74225;17525;Arrojado
255;Masculino;Graduação;32.0;Solteiro;22;RO;Rondônia;Norte;Brasil;Pagamentos;Moderado;78365;46792;2229;12119;17225;Moderado
256;Masculino;Ensino Médio;45.0;Casado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Baixa;646499;63898;279343;191839;111419;Conservador
257;Masculino;Ensino Médio;48.0;Casado;18;PI;Piauí;Nordeste;Brasil;Transferências;Moderado;668550;300141;210978;93294;64137;Moderado
258;Feminino;Graduação;64.0;Solteiro;4;AM;Amazonas;Norte;Brasil;Transferências;Baixa;820352;146134;74978;55753;543487;Conservador
259;Feminino;Graduação;20.0;Solteiro;23;RR;Roraima;Norte;Brasil;Investimentos;Moderado;23384;18336;2903;1463;682;Arrojado
260;Feminino;Ensino Médio;21.0;Casado;15;PB;Paraíba;Nordeste;Brasil;Investimentos;Moderado;195717;103038;55358;36109;1212;Moderado
261;Feminino;Pós-graduação;20.0;Solteiro;1;AC;Acre;Norte;Brasil;Pagamentos;Moderado;959447;812836;2028;104928;39655;Arrojado
262;Feminino;Graduação;70.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Transferências;Moderado;489687;450709;9451;18039;11488;Arrojado
263;Masculino;Ensino Médio;23.0;Divorciado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Alta;860367;677132;179052;2453;1730;Arrojado
264;Feminino;Graduação;43.0;Divorciado;2;AL;Alagoas;Nordeste;Brasil;Transferências;Baixa;729843;262146;255424;52662;159611;Conservador
265;Feminino;Ensino Médio;33.0;Solteiro;19;RJ;Rio de Janeiro;Sudeste;Brasil;Investimentos;Moderado;468559;247369;137878;14636;68676;Moderado
266;Masculino;Pós-graduação;21.0;Solteiro;7;DF;Distrito Federal;Centro-Oeste;Brasil;Pagamentos;Moderado;493658;172820;128794;131814;60230;Moderado
267;Masculino;Pós-graduação;56.0;Casado;16;PR;Paraná;Sul;Brasil;Investimentos;Alta;124658;102034;20708;1559;357;Arrojado
268;Masculino;Ensino Médio;66.0;Viúvo;8;ES;Espírito Santo;Sudeste;Brasil;Pagamentos;Baixa;217882;78133;95261;20671;23817;Conservador
269;Masculino;Pós-graduação;50.0;Divorciado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Baixa;896856;98475;85685;379953;332743;Conservador
270;Masculino;Ensino Médio;36.0;Solteiro;14;PA;Pará;Norte;Brasil;Transferências;Baixa;963632;31321;402842;222574;306895;Conservador
271;Masculino;Pós-graduação;26.0;Divorciado;4;AM;Amazonas;Norte;Brasil;Pagamentos;Baixa;3342;1378;361;348;1255;Conservador
272;Masculino;Pós-graduação;44.59342915811088;Divorciado;16;PR;Paraná;Sul;Brasil;Investimentos;Alta;180642;168798;8950;2375;519;Arrojado
273;Masculino;Ensino Médio;57.0;Casado;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Moderado;502588;48313;360058;89234;4983;Arrojado
274;Feminino;Ensino Médio;63.0;Divorciado;4;AM;Amazonas;Norte;Brasil;Investimentos;Alta;243086;199918;5994;22750;14424;Arrojado
275;Masculino;Ensino Médio;31.0;Solteiro;22;RO;Rondônia;Norte;Brasil;Investimentos;Baixa;526013;218694;216173;14178;76968;Conservador
276;Feminino;Ensino Médio;57.0;Casado;14;PA;Pará;Norte;Brasil;Pagamentos;Alta;175347;105990;35100;33365;892;Arrojado
277;Masculino;Graduação;42.0;Casado;16;PR;Paraná;Sul;Brasil;Transferências;Alta;232841;224459;4140;210;4032;Arrojado
278;Masculino;Graduação;53.0;Solteiro;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Alta;370201;310841;9641;29712;20007;Arrojado
279;Masculino;Pós-graduação;50.0;Viúvo;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Baixa;565486;105184;275743;136403;48156;Conservador
280;Masculino;Ensino Médio;48.0;Casado;23;RR;Roraima;Norte;Brasil;Investimentos;Moderado;648126;228328;306897;83635;29266;Conservador
281;Masculino;Pós-graduação;34.0;Casado;3;AP;Amapá;Norte;Brasil;Transferências;Baixa;232980;20374;56073;46675;109858;Conservador
282;Masculino;Ensino Médio;62.0;Casado;14;PA;Pará;Norte;Brasil;Investimentos;Baixa;983455;332684;514157;3617;132997;Conservador
283;Feminino;Ensino Médio;37.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Transferências;Baixa;894733;59429;408383;325022;101899;Conservador
284;Feminino;Pós-graduação;36.0;Viúvo;14;PA;Pará;Norte;Brasil;Pagamentos;Moderado;31579;25503;5274;84;718;Arrojado
285;Masculino;Ensino Médio;56.0;Divorciado;3;AP;Amapá;Norte;Brasil;Investimentos;Baixa;515737;197755;268055;6910;43017;Conservador
286;Feminino;Graduação;60.0;Viúvo;5;BA;Bahia;Nordeste;Brasil;Investimentos;Alta;570580;541502;23084;3057;2937;Arrojado
287;Masculino;Pós-graduação;51.0;Divorciado;9;GO;Goiás;Centro-Oeste;Brasil;Pagamentos;Moderado;112974;34513;61198;12327;4936;Conservador
288;Masculino;Graduação;61.0;Viúvo;6;CE;Ceará;Nordeste;Brasil;Transferências;Alta;722850;517026;9710;190171;5943;Arrojado
289;Feminino;Pós-graduação;49.0;Casado;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Moderado;480826;391612;46696;17605;24913;Arrojado
290;Feminino;Graduação;20.0;Divorciado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Baixa;569308;202752;17376;174602;174578;Conservador
291;Masculino;Pós-graduação;49.0;Viúvo;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Alta;92614;79879;10270;2250;215;Arrojado
292;Masculino;Pós-graduação;31.0;Viúvo;25;SP;São Paulo;Sudeste;Brasil;Transferências;Alta;697599;165957;462399;19865;49378;Arrojado
293;Feminino;Graduação;40.0;Casado;16;PR;Paraná;Sul;Brasil;Investimentos;Alta;575377;543341;9386;1225;21425;Arrojado
294;Masculino;Ensino Médio;70.0;Divorciado;2;AL;Alagoas;Nordeste;Brasil;Investimentos;Alta;945196;904989;20699;18041;1467;Arrojado
295;Feminino;Graduação;36.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Pagamentos;Moderado;4265;1995;1534;559;177;Moderado
296;Feminino;Graduação;49.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Pagamentos;Moderado;121804;3716;2384;36598;79106;Conservador
297;Feminino;Ensino Médio;40.0;Divorciado;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Alta;462486;358021;26040;1427;76998;Arrojado
298;Masculino;Graduação;57.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Alta;951113;768122;118237;27728;37026;Arrojado
299;Masculino;Pós-graduação;33.0;Casado;24;SC;Santa Catarina;Sul;Brasil;Transferências;Baixa;769883;144189;352310;51690;221694;Conservador
300;Masculino;Pós-graduação;50.0;Viúvo;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Baixa;220592;26740;105608;56046;32198;Conservador
301;Masculino;Ensino Médio;47.0;Divorciado;26;SE;Sergipe;Nordeste;Brasil;Transferências;Baixa;150405;39316;30477;25928;54684;Conservador
302;Masculino;Ensino Médio;55.0;Casado;14;PA;Pará;Norte;Brasil;Transferências;Alta;612856;471422;139419;1725;290;Arrojado
303;Masculino;Graduação;39.0;Divorciado;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Alta;622990;419384;45363;33195;125048;Arrojado
304;Feminino;Graduação;33.0;Viúvo;13;MG;Minas Gerais;Sudeste;Brasil;Transferências;Baixa;496137;222116;121454;21418;131149;Conservador
305;Masculino;Graduação;42.0;Viúvo;20;RN;Rio Grande do Norte;Nordeste;Brasil;Pagamentos;Baixa;868884;170132;274388;44620;379744;Conservador
306;Masculino;Ensino Médio;31.0;Viúvo;10;MA;Maranhão;Nordeste;Brasil;Pagamentos;Moderado;551071;296857;157395;76650;20169;Moderado
307;Feminino;Ensino Médio;38.0;Viúvo;23;RR;Roraima;Norte;Brasil;Investimentos;Moderado;352238;350258;1686;241;53;Arrojado
308;Feminino;Ensino Médio;32.0;Viúvo;15;PB;Paraíba;Nordeste;Brasil;Investimentos;Moderado;18865;8924;5653;3918;370;Moderado
309;Feminino;Pós-graduação;47.0;Solteiro;19;RJ;Rio de Janeiro;Sudeste;Brasil;Investimentos;Baixa;665433;90818;222787;224080;127748;Conservador
310;Masculino;Pós-graduação;53.0;Viúvo;14;PA;Pará;Norte;Brasil;Pagamentos;Alta;492644;43413;427212;18128;3891;Arrojado
311;Feminino;Ensino Médio;66.0;Viúvo;24;SC;Santa Catarina;Sul;Brasil;Transferências;Baixa;202747;6700;103855;24129;68063;Conservador
312;Feminino;Pós-graduação;38.0;Divorciado;3;AP;Amapá;Norte;Brasil;Transferências;Moderado;123898;66423;39843;15361;2271;Moderado
313;Feminino;Graduação;52.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Alta;7627;4797;929;824;1077;Arrojado
314;Feminino;Ensino Médio;59.0;Divorciado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Transferências;Moderado;570792;273776;230479;23224;43313;Moderado
315;Feminino;Ensino Médio;18.0;Solteiro;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Baixa;114041;25200;49865;12854;26122;Conservador
316;Masculino;Ensino Médio;27.0;Divorciado;3;AP;Amapá;Norte;Brasil;Transferências;Baixa;49358;10147;2986;5699;30526;Conservador
317;Masculino;Pós-graduação;65.0;Viúvo;17;PE;Pernambuco;Nordeste;Brasil;Investimentos;Moderado;141988;82192;26229;27862;5705;Moderado
318;Feminino;Ensino Médio;62.0;Casado;2;AL;Alagoas;Nordeste;Brasil;Investimentos;Baixa;177706;63728;6350;1349;106279;Conservador
319;Feminino;Graduação;38.0;Solteiro;14;PA;Pará;Norte;Brasil;Investimentos;Moderado;577742;270401;204747;72119;30475;Moderado
320;Feminino;Ensino Médio;64.0;Casado;15;PB;Paraíba;Nordeste;Brasil;Pagamentos;Baixa;409942;52767;196198;128788;32189;Conservador
321;Feminino;Graduação;57.0;Casado;14;PA;Pará;Norte;Brasil;Transferências;Alta;83891;77786;119;3047;2939;Arrojado
322;Masculino;Ensino Médio;68.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Pagamentos;Alta;616497;446959;128185;32462;8891;Arrojado
323;Masculino;Pós-graduação;18.0;Casado;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Moderado;264881;77269;64182;70694;52736;Moderado
324;Masculino;Graduação;50.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Alta;195477;130904;63097;715;761;Arrojado
325;Feminino;Ensino Médio;60.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Moderado;959018;505050;123424;53289;277255;Moderado
326;Masculino;Pós-graduação;20.0;Solteiro;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Transferências;Moderado;433879;176503;232136;20500;4740;Conservador
327;Feminino;Graduação;36.0;Viúvo;3;AP;Amapá;Norte;Brasil;Transferências;Alta;88083;4690;66294;9353;7746;Arrojado
328;Masculino;Graduação;31.0;Solteiro;1;AC;Acre;Norte;Brasil;Transferências;Alta;234723;198760;6080;29048;835;Arrojado
329;Feminino;Pós-graduação;44.33266533066132;Casado;27;TO;Tocantins;Norte;Brasil;Pagamentos;Moderado;539905;468524;4886;23240;43255;Arrojado
330;Feminino;Ensino Médio;19.0;Viúvo;25;SP;São Paulo;Sudeste;Brasil;Pagamentos;Alta;331528;233634;60095;1156;36643;Arrojado
331;Masculino;Ensino Médio;47.0;Viúvo;22;RO;Rondônia;Norte;Brasil;Pagamentos;Moderado;853071;329771;94084;275314;153902;Moderado
332;Masculino;Pós-graduação;62.0;Solteiro;1;AC;Acre;Norte;Brasil;Investimentos;Baixa;164276;62378;76307;13014;12577;Conservador
333;Masculino;Ensino Médio;42.0;Casado;16;PR;Paraná;Sul;Brasil;Pagamentos;Moderado;811740;418323;79236;98656;215525;Moderado
334;Feminino;Graduação;46.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Transferências;Alta;961126;159885;659985;57839;83417;Arrojado
335;Masculino;Graduação;21.0;Casado;18;PI;Piauí;Nordeste;Brasil;Transferências;Moderado;773190;402456;206602;118522;45610;Moderado
336;Masculino;Ensino Médio;19.0;Divorciado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Investimentos;Moderado;467989;350808;82725;17456;17000;Arrojado
337;Masculino;Pós-graduação;41.0;Viúvo;4;AM;Amazonas;Norte;Brasil;Investimentos;Moderado;892515;332334;106595;442314;11272;Moderado
338;Masculino;Pós-graduação;67.0;Divorciado;7;DF;Distrito Federal;Centro-Oeste;Brasil;Pagamentos;Moderado;487096;186152;225136;21861;53947;Conservador
339;Masculino;Graduação;20.0;Solteiro;3;AP;Amapá;Norte;Brasil;Investimentos;Baixa;192473;85157;100968;2041;4307;Conservador
340;Feminino;Pós-graduação;33.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Moderado;807435;481486;54659;209936;61354;Moderado
341;Masculino;Ensino Médio;59.0;Viúvo;22;RO;Rondônia;Norte;Brasil;Pagamentos;Moderado;795151;403861;199976;53079;138235;Moderado
342;Masculino;Graduação;56.0;Divorciado;23;RR;Roraima;Norte;Brasil;Investimentos;Baixa;300838;48033;161654;45853;45298;Conservador
343;Feminino;Ensino Médio;40.0;Divorciado;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Alta;245787;234795;7868;1186;1938;Arrojado
344;Feminino;Pós-graduação;52.0;Solteiro;22;RO;Rondônia;Norte;Brasil;Transferências;Alta;963303;805019;136556;12951;8777;Arrojado
345;Feminino;Ensino Médio;65.0;Divorciado;1;AC;Acre;Norte;Brasil;Pagamentos;Alta;9599;6633;2964;2;0;Arrojado
346;Masculino;Pós-graduação;70.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Moderado;202876;83581;54396;50708;14191;Moderado
347;Masculino;Pós-graduação;53.0;Solteiro;24;SC;Santa Catarina;Sul;Brasil;Transferências;Moderado;338047;135264;123631;70794;8358;Moderado
348;Masculino;Graduação;69.0;Viúvo;25;SP;São Paulo;Sudeste;Brasil;Investimentos;Alta;578385;46778;18860;425781;86966;Arrojado
349;Masculino;Ensino Médio;40.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Transferências;Moderado;407613;369307;15816;8965;13525;Arrojado
350;Feminino;Pós-graduação;21.0;Divorciado;1;AC;Acre;Norte;Brasil;Investimentos;Alta;647336;462393;60195;67462;57286;Arrojado
351;Masculino;Graduação;40.0;Viúvo;3;AP;Amapá;Norte;Brasil;Investimentos;Alta;928884;779933;138484;9943;524;Arrojado
352;Feminino;Ensino Médio;50.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Investimentos;Baixa;67137;13629;39033;935;13540;Conservador
353;Feminino;Ensino Médio;30.0;Solteiro;4;AM;Amazonas;Norte;Brasil;Transferências;Moderado;454029;212532;121016;84893;35588;Moderado
354;Masculino;Graduação;64.0;Casado;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Moderado;752850;302560;6247;443972;71;Moderado
355;Masculino;Ensino Médio;24.0;Solteiro;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Alta;708492;526728;157978;22833;953;Arrojado
356;Feminino;Graduação;18.0;Divorciado;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Alta;949533;29686;146255;629904;143688;Arrojado
357;Masculino;Graduação;59.0;Divorciado;21;RS;Rio Grande do Sul;Sul;Brasil;Transferências;Moderado;184373;20572;53994;85344;24463;Moderado
358;Masculino;Ensino Médio;49.0;Casado;23;RR;Roraima;Norte;Brasil;Transferências;Moderado;684097;346619;135446;147448;54584;Moderado
